id,property_type,room_type,price,accommodates,bathrooms,bedrooms,host_is_superhost,longitude,latitude,number_of_reviews,availability_365,review_scores_rating,minimum_nights,listing_url,region,price_per_person
5718336,Apartment,Entire home/apt,88.0,4,1.0,1.0,f,-97.82876999999999,30.232840000000003,2,0,100.0,3,https://www.airbnb.com/rooms/5718336,South,22.0
5718552,House,Entire home/apt,140.0,4,1.0,2.0,t,-97.77944000000001,30.252270000000003,145,354,99.0,2,https://www.airbnb.com/rooms/5718552,South,35.0
5728862,House,Entire home/apt,169.0,6,1.0,3.0,t,-97.70543,30.31539,147,351,99.0,1,https://www.airbnb.com/rooms/5728862,East,28.166666666666668
5729593,Guesthouse,Entire home/apt,135.0,2,1.0,1.0,f,-97.76634,30.25941,14,353,94.0,2,https://www.airbnb.com/rooms/5729593,South,67.5
5755416,Cottage,Entire home/apt,155.0,6,1.0,2.0,t,-97.76093,30.281609999999997,38,340,95.0,1,https://www.airbnb.com/rooms/5755416,Central,25.833333333333332
5761331,Townhouse,Entire home/apt,99.0,5,1.5,2.0,f,-97.78059,30.25832,2,0,100.0,2,https://www.airbnb.com/rooms/5761331,South,19.8
5768194,House,Entire home/apt,380.0,10,4.0,4.0,f,-97.79719,30.38372,17,288,85.0,1,https://www.airbnb.com/rooms/5768194,North,38.0
5768833,House,Entire home/apt,195.0,4,1.0,2.0,t,-97.7821,30.29675,71,251,100.0,2,https://www.airbnb.com/rooms/5768833,Central,48.75
5769019,Apartment,Entire home/apt,95.0,4,1.0,1.0,f,-97.72665,30.396209999999996,2,0,100.0,1,https://www.airbnb.com/rooms/5769019,North,23.75
5774327,Apartment,Private room,515.0,4,1.0,1.0,f,-97.71392,30.2386,0,365,95.97287683414851,1,https://www.airbnb.com/rooms/5774327,East,128.75
5775285,Townhouse,Entire home/apt,400.0,8,3.5,3.0,f,-97.72344,30.25895,17,350,99.0,28,https://www.airbnb.com/rooms/5775285,East,50.0
5780591,Condominium,Entire home/apt,91.0,2,1.0,1.0,f,-97.72801,30.3229,81,0,97.0,2,https://www.airbnb.com/rooms/5780591,Central,45.5
5794015,House,Private room,169.0,5,1.5,1.0,f,-97.80178000000001,30.26026,8,365,97.0,1,https://www.airbnb.com/rooms/5794015,West,33.8
5805293,House,Entire home/apt,400.0,10,3.0,5.0,t,-97.7529,30.302059999999997,63,71,99.0,3,https://www.airbnb.com/rooms/5805293,Central,40.0
5806636,House,Entire home/apt,150.0,4,1.0,2.0,f,-97.73858,30.24411,53,266,98.0,3,https://www.airbnb.com/rooms/5806636,South,37.5
5811482,House,Private room,299.0,2,1.0,1.0,f,-97.79786999999999,30.49703,0,365,95.97287683414851,5,https://www.airbnb.com/rooms/5811482,North,149.5
5813732,House,Entire home/apt,170.0,6,2.0,2.0,t,-97.7948,30.22154,28,310,96.0,4,https://www.airbnb.com/rooms/5813732,South,28.333333333333332
5819674,House,Entire home/apt,165.0,4,1.0,2.0,t,-97.75525999999999,30.25197,96,276,99.0,2,https://www.airbnb.com/rooms/5819674,South,41.25
5851471,House,Entire home/apt,99.0,3,1.0,1.0,f,-97.72864,30.30599,2,0,100.0,4,https://www.airbnb.com/rooms/5851471,Central,33.0
5851765,Apartment,Private room,75.0,2,1.0,1.0,f,-97.7514,30.256420000000002,0,0,95.97287683414851,3,https://www.airbnb.com/rooms/5851765,South,37.5
5851794,House,Private room,85.0,2,1.0,1.0,t,-97.75733000000001,30.25416,133,48,97.0,2,https://www.airbnb.com/rooms/5851794,South,42.5
5869022,Guest suite,Private room,77.0,2,1.0,1.0,t,-97.80951,30.271759999999997,241,263,98.0,1,https://www.airbnb.com/rooms/5869022,West,38.5
5871200,Apartment,Entire home/apt,145.0,3,1.0,1.0,f,-97.72808,30.22757,9,0,95.0,1,https://www.airbnb.com/rooms/5871200,East,48.333333333333336
5873238,House,Entire home/apt,83.0,2,1.0,1.0,t,-97.7228,30.31151,453,256,96.0,1,https://www.airbnb.com/rooms/5873238,Central,41.5
5884972,Condominium,Entire home/apt,199.0,4,1.0,2.0,f,-97.73545,30.25528,56,248,94.0,1,https://www.airbnb.com/rooms/5884972,East,49.75
5928354,House,Entire home/apt,550.0,5,3.5,3.0,f,-97.76301,30.244320000000002,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/5928354,South,110.0
5928519,Apartment,Entire home/apt,500.0,3,2.0,2.0,f,-97.75296,30.268109999999997,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/5928519,Central,166.66666666666666
5928709,Bungalow,Private room,77.0,2,1.0,1.0,t,-97.72254000000001,30.25566,49,80,100.0,1,https://www.airbnb.com/rooms/5928709,East,38.5
5941641,Guesthouse,Entire home/apt,95.0,2,1.0,1.0,t,-97.70917,30.2776,138,228,98.0,1,https://www.airbnb.com/rooms/5941641,East,47.5
5992071,Apartment,Entire home/apt,195.0,4,1.0,1.0,t,-97.74686,30.31137,29,322,99.0,2,https://www.airbnb.com/rooms/5992071,Central,48.75
6004992,Apartment,Entire home/apt,145.0,2,1.0,1.0,t,-97.76092,30.24982,76,50,99.0,3,https://www.airbnb.com/rooms/6004992,South,72.5
6005469,Condominium,Private room,65.0,2,1.0,1.0,f,-97.70223,30.296609999999998,70,70,95.0,1,https://www.airbnb.com/rooms/6005469,East,32.5
6016413,Apartment,Entire home/apt,299.0,8,2.0,3.0,f,-97.74093,30.26435,115,245,91.0,1,https://www.airbnb.com/rooms/6016413,Central,37.375
6017483,Apartment,Private room,150.0,1,1.0,1.0,f,-97.74804,30.286270000000002,0,0,95.97287683414851,10,https://www.airbnb.com/rooms/6017483,Central,150.0
6025598,House,Entire home/apt,375.0,6,2.0,3.0,t,-97.73243000000001,30.303279999999997,82,51,98.0,30,https://www.airbnb.com/rooms/6025598,Central,62.5
6056285,Apartment,Entire home/apt,150.0,2,1.0,1.0,f,-97.75242,30.35793,0,0,95.97287683414851,2,https://www.airbnb.com/rooms/6056285,North,75.0
6056676,House,Entire home/apt,225.0,6,3.0,4.0,t,-97.76733,30.36863,9,144,100.0,30,https://www.airbnb.com/rooms/6056676,North,37.5
6088588,Condominium,Entire home/apt,450.0,4,1.0,2.0,t,-97.77332,30.26046,10,364,100.0,2,https://www.airbnb.com/rooms/6088588,South,112.5
6092667,House,Private room,80.0,2,1.0,1.0,f,-97.71393,30.36523,6,320,100.0,2,https://www.airbnb.com/rooms/6092667,North,40.0
6093246,House,Entire home/apt,600.0,10,2.0,3.0,f,-97.78473000000001,30.25194,0,363,95.97287683414851,2,https://www.airbnb.com/rooms/6093246,South,60.0
6093402,House,Entire home/apt,195.0,3,1.0,2.0,f,-97.74059,30.24445,0,1,95.97287683414851,3,https://www.airbnb.com/rooms/6093402,South,65.0
6100305,Condominium,Entire home/apt,186.0,2,1.0,1.0,f,-97.7476,30.264570000000003,30,95,98.0,3,https://www.airbnb.com/rooms/6100305,Central,93.0
6116865,Condominium,Entire home/apt,137.0,4,2.0,2.0,t,-97.74555,30.28939,69,330,96.0,1,https://www.airbnb.com/rooms/6116865,Central,34.25
6118674,House,Entire home/apt,117.0,5,1.0,3.0,f,-97.72416,30.2533,445,160,91.0,1,https://www.airbnb.com/rooms/6118674,East,23.4
6120864,Apartment,Entire home/apt,97.0,8,2.0,2.0,f,-97.79808,30.461090000000002,32,289,93.0,2,https://www.airbnb.com/rooms/6120864,North,12.125
6131087,House,Entire home/apt,400.0,8,2.0,4.0,t,-97.71896,30.3108,28,342,100.0,2,https://www.airbnb.com/rooms/6131087,Central,50.0
6157746,House,Private room,99.0,2,1.0,1.0,f,-97.72355999999999,30.27202,17,257,98.0,2,https://www.airbnb.com/rooms/6157746,East,49.5
6169536,House,Private room,75.0,2,1.0,1.0,t,-97.65316,30.36833,17,346,100.0,1,https://www.airbnb.com/rooms/6169536,East,37.5
6184106,House,Private room,129.0,2,1.0,2.0,t,-97.78130999999999,30.233659999999997,211,119,98.0,1,https://www.airbnb.com/rooms/6184106,South,64.5
6185503,Townhouse,Private room,48.0,2,1.5,1.0,t,-97.69924,30.36693,45,277,96.0,2,https://www.airbnb.com/rooms/6185503,North,24.0
6186041,House,Entire home/apt,250.0,7,1.0,3.0,t,-97.75755,30.245070000000002,50,344,99.0,2,https://www.airbnb.com/rooms/6186041,South,35.714285714285715
6187395,House,Entire home/apt,110.0,4,1.0,1.0,t,-97.71788000000001,30.30423,149,364,99.0,1,https://www.airbnb.com/rooms/6187395,Central,27.5
6194282,House,Private room,38.0,1,1.0,1.0,t,-97.65223,30.37241,7,365,100.0,31,https://www.airbnb.com/rooms/6194282,East,38.0
6194285,House,Private room,38.0,1,1.5,1.0,t,-97.65138,30.37327,22,270,95.0,31,https://www.airbnb.com/rooms/6194285,East,38.0
6198536,Condominium,Entire home/apt,299.0,6,2.0,3.0,f,-97.72886,30.243990000000004,25,257,95.0,3,https://www.airbnb.com/rooms/6198536,East,49.833333333333336
6214178,Loft,Entire home/apt,276.0,6,1.0,2.0,t,-97.7415,30.26703,139,169,95.0,1,https://www.airbnb.com/rooms/6214178,Central,46.0
6234498,House,Entire home/apt,225.0,6,1.0,2.0,t,-97.74791,30.245540000000002,84,271,97.0,30,https://www.airbnb.com/rooms/6234498,South,37.5
6238933,House,Entire home/apt,800.0,16,3.0,4.0,t,-97.73469,30.256320000000002,64,68,96.0,2,https://www.airbnb.com/rooms/6238933,East,50.0
6248576,Condominium,Entire home/apt,57.0,3,1.0,1.0,f,-97.75225,30.24336,4,209,100.0,90,https://www.airbnb.com/rooms/6248576,South,19.0
6250110,Apartment,Entire home/apt,100.0,2,1.0,1.0,f,-97.74537,30.31062,15,0,95.0,31,https://www.airbnb.com/rooms/6250110,Central,50.0
6260941,House,Entire home/apt,100.0,5,1.0,2.0,f,-97.73939,30.31356,50,331,96.0,7,https://www.airbnb.com/rooms/6260941,Central,20.0
6262103,House,Entire home/apt,175.0,4,2.0,2.0,f,-97.71329,30.22966,12,75,98.0,2,https://www.airbnb.com/rooms/6262103,East,43.75
6277444,Apartment,Private room,38.0,2,1.0,1.0,f,-97.74944,30.289179999999998,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6277444,Central,19.0
6285645,House,Private room,41.0,2,1.0,1.0,t,-97.71085,30.280079999999998,130,0,99.0,1,https://www.airbnb.com/rooms/6285645,East,20.5
6288166,House,Entire home/apt,100.0,2,2.0,2.0,f,-97.7413,30.31948,2,0,100.0,1,https://www.airbnb.com/rooms/6288166,Central,50.0
6289764,Guest suite,Entire home/apt,85.0,2,1.0,1.0,t,-97.74517,30.30071,182,84,99.0,1,https://www.airbnb.com/rooms/6289764,Central,42.5
6291496,Apartment,Entire home/apt,250.0,4,1.0,1.0,f,-97.76158000000001,30.25437,0,0,95.97287683414851,2,https://www.airbnb.com/rooms/6291496,South,62.5
6291810,House,Entire home/apt,675.0,10,2.5,4.0,f,-97.87056,30.226490000000002,46,253,99.0,3,https://www.airbnb.com/rooms/6291810,South,67.5
6297341,House,Entire home/apt,500.0,10,3.0,4.0,t,-97.72633,30.2712,28,351,97.0,4,https://www.airbnb.com/rooms/6297341,East,50.0
6311988,House,Entire home/apt,275.0,4,1.0,1.0,f,-97.76427,30.22543,13,363,98.0,2,https://www.airbnb.com/rooms/6311988,South,68.75
6324076,Townhouse,Entire home/apt,159.0,4,2.0,2.0,t,-97.69884,30.39198,92,332,100.0,2,https://www.airbnb.com/rooms/6324076,North,39.75
6325661,House,Entire home/apt,846.0,6,3.0,3.0,f,-97.77895,30.2418,0,363,95.97287683414851,2,https://www.airbnb.com/rooms/6325661,South,141.0
6330479,House,Private room,40.0,2,1.5,1.0,f,-97.71387,30.231540000000003,2,0,100.0,1,https://www.airbnb.com/rooms/6330479,East,20.0
6334297,House,Private room,140.0,2,1.0,1.0,f,-97.76078000000001,30.26008,17,31,98.0,2,https://www.airbnb.com/rooms/6334297,South,70.0
6347473,Bungalow,Entire home/apt,120.0,4,1.0,2.0,t,-97.70333000000001,30.27755,33,0,99.0,2,https://www.airbnb.com/rooms/6347473,East,30.0
6391710,Apartment,Entire home/apt,170.0,4,1.0,1.0,t,-97.72702,30.25405,269,174,100.0,2,https://www.airbnb.com/rooms/6391710,East,42.5
6403912,House,Entire home/apt,500.0,4,2.0,2.0,f,-97.79055,30.272740000000002,0,364,95.97287683414851,4,https://www.airbnb.com/rooms/6403912,West,125.0
6404272,Apartment,Private room,35.0,1,1.0,1.0,f,-97.74871999999999,30.291690000000003,1,0,80.0,1,https://www.airbnb.com/rooms/6404272,Central,35.0
6430521,House,Entire home/apt,325.0,5,1.0,3.0,f,-97.78829,30.218609999999998,0,0,95.97287683414851,2,https://www.airbnb.com/rooms/6430521,South,65.0
6432177,Guesthouse,Entire home/apt,129.0,4,1.0,1.0,f,-97.77688,30.294690000000003,20,265,99.0,2,https://www.airbnb.com/rooms/6432177,Central,32.25
6445690,Condominium,Entire home/apt,500.0,5,2.0,2.0,t,-97.72802,30.269740000000002,101,90,99.0,2,https://www.airbnb.com/rooms/6445690,East,100.0
6449683,House,Entire home/apt,250.0,8,2.5,3.0,t,-97.87728,30.230420000000002,51,0,100.0,28,https://www.airbnb.com/rooms/6449683,South,31.25
6450628,Apartment,Entire home/apt,120.0,2,1.0,1.0,f,-97.74280999999999,30.255190000000002,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6450628,South,60.0
6478081,House,Private room,65.0,4,1.5,2.0,t,-97.70546999999999,30.270459999999996,126,354,99.0,1,https://www.airbnb.com/rooms/6478081,East,16.25
6490112,Apartment,Entire home/apt,100.0,2,1.0,1.0,t,-97.77878,30.256429999999998,200,159,99.0,1,https://www.airbnb.com/rooms/6490112,South,50.0
6491526,Bungalow,Entire home/apt,225.0,6,1.0,2.0,t,-97.68949,30.303,31,350,97.0,2,https://www.airbnb.com/rooms/6491526,East,37.5
6513393,House,Private room,50.0,2,1.0,1.0,f,-97.77419,30.431690000000003,0,54,95.97287683414851,1,https://www.airbnb.com/rooms/6513393,North,25.0
6539818,Apartment,Entire home/apt,119.0,4,1.0,1.0,f,-97.74333,30.27848,187,335,98.0,2,https://www.airbnb.com/rooms/6539818,Central,29.75
6545616,House,Private room,40.0,2,1.0,1.0,f,-97.68422,30.2816,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6545616,East,20.0
6560787,Guesthouse,Entire home/apt,150.0,2,1.0,1.0,f,-97.75976,30.243709999999997,19,34,99.0,2,https://www.airbnb.com/rooms/6560787,South,75.0
6561168,House,Entire home/apt,395.0,6,3.5,3.0,t,-97.70056,30.297990000000002,3,114,100.0,4,https://www.airbnb.com/rooms/6561168,East,65.83333333333333
6570493,House,Entire home/apt,105.0,3,1.0,1.0,t,-97.75296,30.2783,299,64,98.0,2,https://www.airbnb.com/rooms/6570493,Central,35.0
6572544,House,Entire home/apt,1200.0,5,2.0,2.0,f,-97.56062,30.248409999999996,0,365,95.97287683414851,1,https://www.airbnb.com/rooms/6572544,East,240.0
6575767,House,Entire home/apt,495.0,8,3.0,3.0,t,-97.79862,30.28803,76,345,98.0,2,https://www.airbnb.com/rooms/6575767,West,61.875
6584889,House,Entire home/apt,105.0,2,1.0,1.0,t,-97.69379,30.31502,21,255,94.0,28,https://www.airbnb.com/rooms/6584889,East,52.5
6586376,Apartment,Entire home/apt,65.0,2,1.0,1.0,t,-97.77660999999999,30.4685,38,153,99.0,2,https://www.airbnb.com/rooms/6586376,North,32.5
6586413,Apartment,Entire home/apt,238.0,3,1.0,1.0,f,-97.75278,30.274259999999998,8,0,89.0,3,https://www.airbnb.com/rooms/6586413,Central,79.33333333333333
6586651,House,Entire home/apt,100.0,4,1.0,2.0,f,-97.71484,30.307840000000002,8,106,100.0,30,https://www.airbnb.com/rooms/6586651,Central,25.0
6590801,House,Entire home/apt,248.0,8,2.5,3.0,t,-97.71204,30.2806,142,251,99.0,2,https://www.airbnb.com/rooms/6590801,East,31.0
6591757,Apartment,Private room,40.0,2,1.0,1.0,f,-97.74303,30.28674,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6591757,Central,20.0
6603660,House,Entire home/apt,155.0,2,1.0,1.0,t,-97.73215,30.29805,49,351,99.0,1,https://www.airbnb.com/rooms/6603660,Central,77.5
6608652,Apartment,Entire home/apt,130.0,2,1.0,1.0,f,-97.79035999999999,30.23433,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6608652,South,65.0
6612246,Guest suite,Entire home/apt,89.0,2,1.0,1.0,t,-97.72221,30.2685,372,54,99.0,1,https://www.airbnb.com/rooms/6612246,East,44.5
6613299,House,Entire home/apt,125.0,2,1.0,2.0,t,-97.75227,30.2487,65,361,99.0,2,https://www.airbnb.com/rooms/6613299,South,62.5
6616920,House,Private room,200.0,1,1.0,1.0,f,-97.665,30.368779999999997,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6616920,East,200.0
6625929,House,Entire home/apt,120.0,2,1.5,1.0,f,-97.76337,30.225379999999998,2,89,100.0,2,https://www.airbnb.com/rooms/6625929,South,60.0
6626589,House,Entire home/apt,125.0,5,2.5,3.0,f,-97.70189,30.314490000000003,1,0,100.0,3,https://www.airbnb.com/rooms/6626589,East,25.0
6628321,House,Private room,40.0,2,1.0,1.0,f,-97.65847,30.37295,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6628321,East,20.0
6634808,House,Private room,125.0,2,1.0,1.0,f,-97.70855,30.29073,7,75,97.0,1,https://www.airbnb.com/rooms/6634808,East,62.5
6638084,Guesthouse,Entire home/apt,55.0,2,1.0,1.0,t,-97.68672,30.281570000000002,218,0,98.0,2,https://www.airbnb.com/rooms/6638084,East,27.5
6690195,Apartment,Entire home/apt,69.0,3,1.0,1.0,f,-97.77011,30.21968,10,0,80.0,1,https://www.airbnb.com/rooms/6690195,South,23.0
6704541,Guesthouse,Entire home/apt,75.0,2,1.0,1.0,t,-97.72993000000001,30.25743,194,347,98.0,30,https://www.airbnb.com/rooms/6704541,East,37.5
6721639,House,Entire home/apt,200.0,6,2.0,3.0,t,-97.73361,30.255470000000003,157,145,98.0,2,https://www.airbnb.com/rooms/6721639,East,33.333333333333336
6740452,House,Entire home/apt,499.0,6,2.0,3.0,f,-97.70509,30.279220000000002,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6740452,East,83.16666666666667
6744307,Apartment,Entire home/apt,120.0,5,1.0,2.0,f,-97.69736,30.41283,62,354,96.0,30,https://www.airbnb.com/rooms/6744307,North,24.0
6766010,Camper/RV,Entire home/apt,65.0,2,1.0,1.0,t,-97.7748,30.283959999999997,71,270,96.0,4,https://www.airbnb.com/rooms/6766010,Central,32.5
6777032,Guest suite,Entire home/apt,129.0,2,1.0,1.0,f,-97.71273000000001,30.30915,267,6,99.0,2,https://www.airbnb.com/rooms/6777032,Central,64.5
6782834,House,Entire home/apt,555.0,10,4.5,4.0,f,-98.00397,30.2436,17,0,100.0,3,https://www.airbnb.com/rooms/6782834,West,55.5
6792049,Apartment,Shared room,40.0,1,1.0,1.0,f,-97.7739,30.2493,16,113,96.0,1,https://www.airbnb.com/rooms/6792049,South,40.0
6820899,Guesthouse,Entire home/apt,119.0,3,1.0,1.0,t,-97.6783,30.304129999999997,207,169,99.0,2,https://www.airbnb.com/rooms/6820899,East,39.666666666666664
6822336,Apartment,Entire home/apt,55.0,2,1.0,1.0,f,-97.73446,30.304129999999997,2,0,100.0,3,https://www.airbnb.com/rooms/6822336,Central,27.5
6832830,Apartment,Entire home/apt,120.0,2,1.0,1.0,f,-97.75329,30.2242,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/6832830,South,60.0
6833658,House,Entire home/apt,220.0,4,1.0,2.0,t,-97.74412,30.238059999999997,85,0,100.0,2,https://www.airbnb.com/rooms/6833658,South,55.0
6849900,Guest suite,Entire home/apt,70.0,2,1.0,1.0,t,-97.71944,30.32279,265,304,98.0,2,https://www.airbnb.com/rooms/6849900,East,35.0
6850781,Apartment,Entire home/apt,133.0,4,1.0,1.0,t,-97.74358000000001,30.25147,149,304,96.0,1,https://www.airbnb.com/rooms/6850781,South,33.25
6854195,Guesthouse,Entire home/apt,149.0,4,1.0,2.0,t,-97.7282,30.270840000000003,135,335,97.0,2,https://www.airbnb.com/rooms/6854195,East,37.25
6868943,House,Entire home/apt,335.0,6,2.5,3.0,t,-97.74624,30.38324,130,165,100.0,2,https://www.airbnb.com/rooms/6868943,North,55.833333333333336
6870646,Bungalow,Entire home/apt,125.0,2,1.0,1.0,t,-97.73066,30.31028,36,121,99.0,30,https://www.airbnb.com/rooms/6870646,Central,62.5
6887725,House,Private room,80.0,2,1.5,1.0,f,-97.71703000000001,30.27567,137,358,98.0,29,https://www.airbnb.com/rooms/6887725,East,40.0
6895470,House,Private room,125.0,3,1.0,1.0,t,-97.7294,30.2698,54,272,100.0,2,https://www.airbnb.com/rooms/6895470,East,41.666666666666664
6912389,Guesthouse,Entire home/apt,72.0,2,1.0,1.0,t,-97.71732,30.34323,275,270,99.0,2,https://www.airbnb.com/rooms/6912389,Central,36.0
6932061,Loft,Entire home/apt,98.0,3,1.0,1.0,t,-97.74484,30.23903,186,309,99.0,3,https://www.airbnb.com/rooms/6932061,South,32.666666666666664
6935869,House,Entire home/apt,175.0,6,1.5,3.0,t,-97.72766999999999,30.269890000000004,137,279,99.0,2,https://www.airbnb.com/rooms/6935869,East,29.166666666666668
6938778,Apartment,Entire home/apt,50.0,2,1.0,1.0,t,-97.73111999999999,30.29808,57,228,97.0,30,https://www.airbnb.com/rooms/6938778,Central,25.0
6955450,House,Private room,37.0,2,1.0,1.0,f,-97.72521,30.32197,16,179,98.0,29,https://www.airbnb.com/rooms/6955450,Central,18.5
6975186,House,Entire home/apt,1150.0,12,4.0,6.0,f,-97.73116999999999,30.271,10,339,100.0,3,https://www.airbnb.com/rooms/6975186,East,95.83333333333333
6981552,House,Entire home/apt,2000.0,15,5.0,5.0,f,-97.82339,30.333859999999998,29,325,98.0,3,https://www.airbnb.com/rooms/6981552,West,133.33333333333334
7005386,House,Entire home/apt,850.0,7,2.5,3.0,f,-97.75428000000001,30.246129999999997,0,0,95.97287683414851,3,https://www.airbnb.com/rooms/7005386,South,121.42857142857143
7005488,Apartment,Entire home/apt,100.0,3,1.0,1.0,f,-97.72086,30.278879999999997,26,0,93.0,1,https://www.airbnb.com/rooms/7005488,East,33.333333333333336
7006588,House,Private room,100.0,2,1.0,1.0,f,-97.7801,30.21647,0,0,95.97287683414851,2,https://www.airbnb.com/rooms/7006588,South,50.0
7020344,House,Entire home/apt,900.0,8,3.0,5.0,f,-97.76048,30.29875,4,363,95.0,5,https://www.airbnb.com/rooms/7020344,Central,112.5
7021064,Condominium,Entire home/apt,115.0,4,1.0,1.0,t,-97.74044,30.27018,6,283,100.0,30,https://www.airbnb.com/rooms/7021064,Central,28.75
7033328,Apartment,Entire home/apt,67.0,2,1.0,1.0,f,-97.73872,30.25824,0,0,95.97287683414851,1,https://www.airbnb.com/rooms/7033328,Central,33.5
7037257,House,Private room,99.0,8,2.0,4.0,f,-97.97549000000001,30.37838,33,365,95.0,1,https://www.airbnb.com/rooms/7037257,West,12.375
7066704,Guest suite,Entire home/apt,50.0,1,1.0,1.0,f,-97.74367,30.438779999999998,60,156,98.0,2,https://www.airbnb.com/rooms/7066704,North,50.0
7075066,House,Private room,53.0,2,1.0,1.0,t,-97.75195,30.43992,275,15,99.0,1,https://www.airbnb.com/rooms/7075066,North,26.5
7094484,Guest suite,Entire home/apt,85.0,2,1.0,1.0,t,-97.75618,30.30019,165,339,99.0,2,https://www.airbnb.com/rooms/7094484,Central,42.5
7096039,Condominium,Entire home/apt,225.0,6,1.0,2.0,f,-97.78352,30.23902,78,123,94.0,3,https://www.airbnb.com/rooms/7096039,South,37.5
7108253,House,Private room,37.0,2,1.0,1.0,f,-97.72521,30.32197,10,330,100.0,30,https://www.airbnb.com/rooms/7108253,Central,18.5
7143120,Guesthouse,Entire home/apt,75.0,2,1.0,1.0,t,-97.85944,30.345540000000003,27,185,99.0,28,https://www.airbnb.com/rooms/7143120,West,37.5
7146530,House,Entire home/apt,130.0,2,1.0,1.0,t,-97.7783,30.2474,79,217,99.0,2,https://www.airbnb.com/rooms/7146530,South,65.0
7180503,House,Private room,60.0,2,1.0,1.0,f,-97.71573000000001,30.319470000000003,61,88,96.0,1,https://www.airbnb.com/rooms/7180503,Central,30.0
7180621,Apartment,Private room,47.0,2,1.0,1.0,f,-97.87624,30.382859999999997,5,0,96.0,1,https://www.airbnb.com/rooms/7180621,West,23.5
7202167,House,Private room,65.0,10,1.5,3.0,f,-97.76388,30.400809999999996,26,47,98.0,2,https://www.airbnb.com/rooms/7202167,North,6.5
7222766,Condominium,Entire home/apt,300.0,3,1.0,1.0,f,-97.77671,30.2605,3,0,100.0,2,https://www.airbnb.com/rooms/7222766,South,100.0
7224920,Guest suite,Entire home/apt,115.0,4,1.0,1.0,f,-97.71602,30.282490000000003,107,28,97.0,2,https://www.airbnb.com/rooms/7224920,East,28.75
7226096,Apartment,Entire home/apt,350.0,4,1.0,1.0,f,-97.76482,30.262890000000002,0,0,95.97287683414851,2,https://www.airbnb.com/rooms/7226096,South,87.5
7239077,House,Entire home/apt,400.0,6,3.0,3.0,f,-97.72483000000001,30.2718,8,316,100.0,2,https://www.airbnb.com/rooms/7239077,East,66.66666666666667
7240902,House,Entire home/apt,250.0,6,2.0,3.0,f,-97.71098,30.229340000000004,9,0,98.0,3,https://www.airbnb.com/rooms/7240902,East,41.666666666666664
7243467,House,Entire home/apt,340.0,4,2.0,2.0,t,-97.7375,30.32245,31,163,99.0,3,https://www.airbnb.com/rooms/7243467,Central,85.0
7247795,House,Entire home/apt,199.0,9,2.0,3.0,t,-97.81940999999999,30.147859999999998,25,252,99.0,2,https://www.airbnb.com/rooms/7247795,South,22.11111111111111
7260963,House,Entire home/apt,350.0,7,2.5,3.0,f,-97.73295999999999,30.25633,12,0,100.0,2,https://www.airbnb.com/rooms/7260963,East,50.0
7264070,House,Entire home/apt,158.0,6,2.0,2.0,t,-97.72023,30.26343,132,246,98.0,3,https://www.airbnb.com/rooms/7264070,East,26.333333333333332
7264951,House,Entire home/apt,195.0,6,2.0,2.0,f,-97.72724000000001,30.30752,16,40,98.0,3,https://www.airbnb.com/rooms/7264951,Central,32.5
7279240,Townhouse,Private room,55.0,2,1.0,1.0,f,-97.83140999999999,30.294529999999998,15,64,100.0,2,https://www.airbnb.com/rooms/7279240,West,27.5
7287162,House,Private room,75.0,2,1.0,2.0,t,-97.74503,30.31628,136,0,98.0,2,https://www.airbnb.com/rooms/7287162,Central,37.5
7306419,Bungalow,Entire home/apt,129.0,6,2.0,3.0,t,-97.68463,30.437459999999998,71,319,97.0,2,https://www.airbnb.com/rooms/7306419,North,21.5
7308730,Guesthouse,Entire home/apt,50.0,3,1.0,1.0,f,-97.76145,30.233659999999997,291,104,98.0,30,https://www.airbnb.com/rooms/7308730,South,16.666666666666668
7309955,House,Entire home/apt,1000.0,6,3.0,4.0,f,-97.72769,30.332279999999997,35,291,100.0,3,https://www.airbnb.com/rooms/7309955,Central,166.66666666666666
7330232,House,Entire home/apt,250.0,12,2.0,4.0,t,-97.87165,30.43218,152,323,93.0,1,https://www.airbnb.com/rooms/7330232,North,20.833333333333332
7345104,House,Entire home/apt,314.0,14,3.5,4.0,t,-97.75501,30.24833,12,332,100.0,2,https://www.airbnb.com/rooms/7345104,South,22.428571428571427
7351170,House,Entire home/apt,299.0,12,2.5,4.0,f,-97.7792,30.232840000000003,277,320,97.0,2,https://www.airbnb.com/rooms/7351170,South,24.916666666666668
7364825,House,Entire home/apt,75.0,3,1.5,1.0,t,-97.7345,30.22178,31,87,99.0,29,https://www.airbnb.com/rooms/7364825,East,25.0
