,room_type,price,accommodates,bathrooms,bedrooms,host_is_superhost,number_of_reviews,review_scores_rating,minimum_nights,price_per_person,region
8746,Private room,40.0,1,1.5,1.0,t,8,95.0,30,40.0,East
8747,Entire home/apt,100.0,6,1.0,2.0,t,16,99.0,3,16.666666666666668,Central
8748,Shared room,160.0,2,1.0,1.0,f,6,100.0,3,80.0,Central
8749,Entire home/apt,100.0,6,2.5,3.0,f,4,100.0,2,16.666666666666668,East
8750,Entire home/apt,600.0,10,2.0,2.0,t,27,95.0,2,60.0,Central
8751,Private room,110.0,2,1.0,1.0,f,4,85.0,1,55.0,East
8752,Private room,75.0,2,1.0,1.0,t,12,100.0,1,37.5,Central
8753,Private room,45.0,2,1.0,1.0,t,11,98.0,2,22.5,East
8754,Entire home/apt,72.0,1,1.0,1.0,f,0,96.09516770892553,30,72.0,North
8755,Private room,34.0,2,1.0,1.0,f,5,80.0,1,17.0,East
8756,Private room,34.0,2,1.0,1.0,f,8,73.0,1,17.0,East
8757,Shared room,30.0,2,1.0,1.0,f,5,88.0,1,15.0,East
8758,Private room,399.0,4,1.0,1.0,f,0,96.09516770892553,3,99.75,Central
8759,Entire home/apt,156.0,6,2.5,2.0,t,17,95.0,2,26.0,Central
8760,Entire home/apt,151.0,6,2.0,2.0,f,16,95.0,2,25.166666666666668,Central
8761,Entire home/apt,161.0,6,2.0,2.0,f,8,95.0,2,26.833333333333332,Central
8762,Entire home/apt,125.0,4,1.0,1.0,f,18,86.0,1,31.25,Central
8763,Entire home/apt,180.0,6,2.0,2.0,f,18,89.0,2,30.0,Central
8764,Entire home/apt,110.0,4,1.0,1.0,f,8,98.0,2,27.5,North
8765,Entire home/apt,125.0,5,1.0,3.0,t,18,100.0,2,25.0,East
8766,Entire home/apt,349.0,8,2.5,3.0,t,26,97.0,1,43.625,Central
8767,Entire home/apt,134.0,4,1.0,1.0,f,6,90.0,2,33.5,Central
8768,Entire home/apt,600.0,10,2.5,4.0,t,31,99.0,2,60.0,Central
8769,Private room,45.0,2,1.0,1.0,f,16,96.0,1,22.5,East
8770,Private room,25.0,1,1.0,1.0,f,0,96.09516770892553,180,25.0,East
8771,Private room,45.0,2,1.0,1.0,f,5,96.0,1,22.5,East
8772,Private room,43.0,2,1.0,1.0,f,10,93.0,1,21.5,East
8773,Private room,45.0,2,1.0,1.0,f,20,96.0,1,22.5,East
8774,Entire home/apt,249.0,6,1.0,2.0,f,7,97.0,2,41.5,North
8775,Private room,45.0,2,1.0,1.0,f,3,100.0,30,22.5,Central
8776,Entire home/apt,167.0,6,2.0,2.0,f,11,89.0,2,27.833333333333332,Central
8777,Entire home/apt,151.0,6,2.0,2.0,f,12,98.0,2,25.166666666666668,Central
8778,Entire home/apt,130.0,5,2.0,2.0,f,0,96.09516770892553,1,26.0,West
8779,Entire home/apt,125.0,3,1.0,0.0,t,7,100.0,2,41.666666666666664,Central
8780,Private room,22.0,2,1.5,1.0,t,17,99.0,1,11.0,South
8781,Entire home/apt,278.0,6,1.0,1.0,f,13,88.0,1,46.333333333333336,Central
8782,Entire home/apt,138.0,4,2.0,2.0,f,12,95.0,2,34.5,Central
8783,Entire home/apt,235.0,7,2.0,3.0,f,18,94.0,2,33.57142857142857,South
8784,Private room,45.0,2,1.0,1.0,f,0,96.09516770892553,30,22.5,East
8785,Private room,45.0,2,1.0,1.0,f,2,100.0,30,22.5,East
8786,Entire home/apt,300.0,10,4.0,4.0,f,1,96.09516770892553,1,30.0,North
8787,Private room,49.0,2,1.0,1.0,t,24,99.0,2,24.5,South
8788,Entire home/apt,80.0,3,1.5,1.0,f,3,96.09516770892553,2,26.666666666666668,North
8789,Entire home/apt,100.0,3,1.0,0.0,f,12,92.0,2,33.333333333333336,Central
8790,Private room,100.0,4,1.0,1.0,f,0,96.09516770892553,1,25.0,Central
8791,Entire home/apt,149.0,6,1.0,2.0,f,19,94.0,2,24.833333333333332,Central
8792,Entire home/apt,377.0,6,2.5,3.0,f,1,100.0,2,62.833333333333336,South
8793,Entire home/apt,222.0,6,2.0,3.0,f,3,87.0,2,37.0,Central
8794,Entire home/apt,4500.0,16,7.0,14.0,f,0,96.09516770892553,1,281.25,West
8795,Entire home/apt,800.0,12,3.0,5.0,t,16,100.0,3,66.66666666666667,Central
8796,Entire home/apt,85.0,3,1.0,1.0,t,2,100.0,2,28.333333333333332,Central
8797,Entire home/apt,295.0,12,2.0,3.0,t,11,95.0,2,24.583333333333332,East
8800,Entire home/apt,600.0,14,2.0,3.0,t,67,99.0,1,42.857142857142854,Central
8804,Entire home/apt,135.0,14,2.0,4.0,f,26,98.0,1,9.642857142857142,North
8805,Entire home/apt,119.0,5,1.0,2.0,t,27,99.0,2,23.8,North
8806,Entire home/apt,300.0,10,4.5,5.0,f,4,100.0,2,30.0,North
8807,Private room,71.0,4,1.0,2.0,t,3,100.0,7,17.75,North
8808,Private room,40.0,2,1.0,1.0,f,18,86.0,1,20.0,East
8809,Private room,49.0,2,1.0,1.0,f,10,100.0,1,24.5,East
8810,Entire home/apt,50.0,4,1.5,2.0,t,30,99.0,2,12.5,North
8811,Entire home/apt,250.0,4,2.5,2.0,f,3,100.0,2,62.5,Central
8812,Entire home/apt,150.0,4,2.5,2.0,f,4,87.0,2,37.5,Central
8813,Entire home/apt,99.0,4,1.0,2.0,t,35,100.0,2,24.75,Central
8814,Private room,45.0,2,1.0,1.0,f,3,100.0,1,22.5,Central
8815,Entire home/apt,118.0,4,1.0,1.0,f,20,91.0,2,29.5,Central
8816,Entire home/apt,69.0,3,1.0,0.0,t,22,100.0,1,23.0,North
8817,Entire home/apt,158.0,6,1.0,2.0,f,3,93.0,2,26.333333333333332,Central
8818,Entire home/apt,137.0,4,1.0,1.0,f,7,94.0,2,34.25,Central
8819,Entire home/apt,163.0,6,2.0,2.0,f,31,97.0,2,27.166666666666668,Central
8820,Entire home/apt,52.0,2,1.0,1.0,f,2,80.0,2,26.0,North
8821,Private room,75.0,2,1.0,1.0,f,5,100.0,1,37.5,East
8822,Entire home/apt,70.0,2,1.0,1.0,t,10,98.0,2,35.0,Central
8823,Entire home/apt,79.0,6,1.0,1.0,f,2,100.0,2,13.166666666666666,Central
8824,Entire home/apt,65.0,4,1.0,0.0,t,43,99.0,1,16.25,Central
8825,Entire home/apt,60.0,2,1.0,2.0,f,0,96.09516770892553,100,30.0,East
8826,Entire home/apt,115.0,4,2.5,2.0,t,11,100.0,2,28.75,North
8827,Entire home/apt,125.0,3,1.0,1.0,f,8,93.0,2,41.666666666666664,Central
8828,Private room,40.0,2,1.5,1.0,t,11,100.0,2,20.0,South
8829,Private room,100.0,4,1.0,2.0,f,4,90.0,1,25.0,East
8830,Private room,150.0,6,1.0,3.0,f,9,98.0,1,25.0,East
8831,Private room,45.0,2,1.0,1.0,f,11,100.0,1,22.5,East
8833,Private room,60.0,4,2.0,2.0,t,0,96.09516770892553,2,15.0,East
8834,Private room,90.0,2,1.0,1.0,f,0,96.09516770892553,30,45.0,East
8835,Private room,250.0,4,1.0,1.0,f,0,96.09516770892553,2,62.5,South
8836,Entire home/apt,951.0,8,4.5,4.0,f,4,100.0,2,118.875,Central
8837,Entire home/apt,118.0,4,1.0,1.0,f,20,93.0,2,29.5,Central
8838,Hotel room,45.0,2,1.0,1.0,f,1,60.0,1,22.5,Central
8839,Private room,45.0,2,1.0,1.0,f,1,100.0,1,22.5,Central
8840,Entire home/apt,1099.0,10,4.0,4.0,t,6,100.0,2,109.9,West
8841,Entire home/apt,60.0,2,1.0,1.0,f,13,98.0,1,30.0,North
8842,Entire home/apt,129.0,5,1.0,2.0,f,12,88.0,2,25.8,East
8843,Entire home/apt,50.0,6,1.0,2.0,f,30,93.0,1,8.333333333333334,East
8844,Entire home/apt,55.0,6,1.0,2.0,f,24,93.0,1,9.166666666666666,Central
8845,Entire home/apt,128.0,4,2.0,2.0,f,11,93.0,2,32.0,Central
8846,Entire home/apt,150.0,6,2.0,2.0,f,1,100.0,2,25.0,Central
8847,Entire home/apt,80.0,4,1.0,2.0,f,0,96.09516770892553,60,20.0,Central
8848,Private room,100.0,2,1.0,1.0,t,22,98.0,2,50.0,Central
8849,Private room,40.0,3,0.5,1.0,f,14,87.0,1,13.333333333333334,South
8850,Private room,65.0,2,1.0,1.0,t,0,96.09516770892553,30,32.5,North
8851,Entire home/apt,299.0,11,2.5,5.0,f,0,96.09516770892553,4,27.181818181818183,North
8852,Entire home/apt,110.0,4,1.5,3.0,t,11,98.0,3,27.5,South
8853,Private room,55.0,2,1.0,1.0,f,1,100.0,1,27.5,North
8854,Entire home/apt,90.0,4,1.0,1.0,f,2,100.0,2,22.5,North
8856,Entire home/apt,56.0,4,1.0,1.0,f,2,100.0,30,14.0,Central
8857,Entire home/apt,320.0,10,2.0,4.0,f,22,95.0,1,32.0,East
8858,Entire home/apt,68.0,2,1.0,1.0,t,2,100.0,30,34.0,Central
8859,Entire home/apt,50.0,2,1.0,0.0,t,53,96.0,1,25.0,North
8860,Entire home/apt,199.0,8,2.0,3.0,t,28,99.0,2,24.875,North
8861,Entire home/apt,70.0,4,2.0,2.0,f,0,96.09516770892553,90,17.5,East
8862,Entire home/apt,245.0,4,2.0,2.0,t,11,100.0,2,61.25,West
8863,Entire home/apt,349.0,6,3.0,4.0,t,7,97.0,2,58.166666666666664,South
8864,Private room,55.0,2,1.0,1.0,f,0,96.09516770892553,2,27.5,South
8865,Entire home/apt,150.0,6,2.5,2.0,f,8,95.0,1,25.0,East
8866,Entire home/apt,256.0,10,4.0,5.0,f,0,96.09516770892553,2,25.6,East
8867,Entire home/apt,200.0,4,1.0,1.0,t,151,97.0,1,50.0,Central
8868,Private room,45.0,2,1.0,1.0,f,6,100.0,1,22.5,North
8869,Entire home/apt,65.0,5,1.0,1.0,f,38,93.0,1,13.0,East
8870,Private room,105.0,3,1.0,1.0,f,2,80.0,1,35.0,East
8871,Entire home/apt,125.0,5,1.0,1.0,f,0,96.09516770892553,1,25.0,Central
8872,Entire home/apt,188.0,8,2.5,3.0,f,5,92.0,2,23.5,Central
8873,Entire home/apt,205.0,5,2.0,2.0,f,0,96.09516770892553,1,41.0,Central
8874,Entire home/apt,178.0,2,1.0,1.0,f,0,96.09516770892553,1,89.0,Central
8875,Entire home/apt,75.0,2,1.0,1.0,t,6,93.0,5,37.5,Central
8876,Private room,55.0,4,1.5,2.0,f,3,100.0,1,13.75,East
8877,Entire home/apt,450.0,8,2.5,4.0,t,8,100.0,2,56.25,Central
8878,Entire home/apt,175.0,6,2.0,2.0,f,2,80.0,2,29.166666666666668,West
8879,Entire home/apt,175.0,2,1.0,1.0,f,7,100.0,2,87.5,Central
8880,Entire home/apt,119.0,4,1.0,2.0,t,23,99.0,2,29.75,East
8881,Private room,47.0,2,1.0,1.0,f,0,96.09516770892553,30,23.5,East
8882,Private room,45.0,2,1.0,1.0,f,2,100.0,1,22.5,East
8883,Private room,50.0,2,1.0,1.0,f,0,96.09516770892553,30,25.0,East
8884,Private room,27.0,1,1.0,1.0,f,0,96.09516770892553,1,27.0,Central
8885,Entire home/apt,154.0,7,3.0,3.0,t,2,100.0,30,22.0,Central
8886,Entire home/apt,170.0,4,2.5,2.0,t,15,99.0,1,42.5,East
8887,Entire home/apt,238.0,12,2.0,2.0,f,19,87.0,1,19.833333333333332,Central
8888,Entire home/apt,700.0,6,2.5,3.0,t,11,100.0,2,116.66666666666667,Central
8889,Entire home/apt,52.0,3,1.0,1.0,t,24,99.0,1,17.333333333333332,Central
8890,Entire home/apt,78.0,5,1.0,2.0,f,6,97.0,2,15.6,East
8891,Entire home/apt,299.0,12,2.0,2.0,t,20,94.0,2,24.916666666666668,Central
8892,Entire home/apt,250.0,2,1.0,0.0,f,2,90.0,2,125.0,Central
8893,Entire home/apt,69.0,3,1.0,1.0,t,0,96.09516770892553,2,23.0,Central
8894,Entire home/apt,299.0,10,1.0,2.0,t,28,97.0,2,29.9,Central
8895,Entire home/apt,100.0,4,2.0,3.0,f,17,95.0,4,25.0,North
8896,Entire home/apt,125.0,4,1.0,1.0,t,9,96.0,1,31.25,Central
8897,Private room,42.0,2,1.5,1.0,f,0,96.09516770892553,31,21.0,East
8898,Private room,60.0,1,1.0,1.0,t,9,98.0,2,60.0,North
8899,Entire home/apt,450.0,9,2.5,5.0,f,5,92.0,2,50.0,South
8901,Entire home/apt,161.0,4,1.0,1.0,f,5,100.0,2,40.25,Central
8902,Entire home/apt,352.0,10,2.5,3.0,t,27,100.0,2,35.2,North
8903,Private room,39.0,2,1.0,1.0,t,17,100.0,2,19.5,South
8904,Private room,35.0,2,1.0,1.0,f,3,80.0,1,17.5,North
8905,Entire home/apt,75.0,4,2.0,2.0,f,22,85.0,1,18.75,East
8906,Entire home/apt,350.0,4,2.0,2.0,f,1,100.0,3,87.5,Central
8907,Entire home/apt,50.0,6,1.0,2.0,f,31,92.0,1,8.333333333333334,Central
8908,Entire home/apt,80.0,5,1.0,2.0,f,3,100.0,1,16.0,South
8909,Private room,140.0,7,1.0,3.0,f,2,90.0,1,20.0,East
8910,Private room,31.0,2,1.5,1.0,t,16,100.0,2,15.5,South
8911,Entire home/apt,100.0,2,1.0,1.0,f,0,96.09516770892553,2,50.0,Central
8912,Entire home/apt,400.0,4,2.0,2.0,f,1,96.09516770892553,3,100.0,West
8913,Entire home/apt,10.0,2,1.0,0.0,t,24,98.0,1,5.0,Central
8914,Entire home/apt,153.0,6,1.5,3.0,f,12,98.0,3,25.5,South
8915,Entire home/apt,65.0,2,1.0,1.0,t,15,100.0,1,32.5,East
8916,Entire home/apt,307.0,6,1.0,3.0,f,0,96.09516770892553,2,51.166666666666664,West
8917,Entire home/apt,125.0,6,2.0,2.0,t,33,95.0,1,20.833333333333332,East
8918,Entire home/apt,149.0,10,2.0,3.0,f,4,85.0,1,14.9,Central
8920,Private room,50.0,2,1.0,1.0,f,21,94.0,1,25.0,South
8921,Entire home/apt,349.0,10,3.5,3.0,t,15,100.0,2,34.9,Central
8922,Entire home/apt,120.0,5,1.0,2.0,f,25,99.0,1,24.0,Central
8923,Entire home/apt,771.0,12,3.5,5.0,f,8,100.0,1,64.25,Central
8924,Entire home/apt,120.0,5,2.0,2.0,t,10,98.0,2,24.0,East
8925,Private room,60.0,2,1.0,1.0,f,2,100.0,1,30.0,North
8926,Entire home/apt,175.0,4,1.0,1.0,f,0,96.09516770892553,2,43.75,Central
8928,Entire home/apt,500.0,6,2.0,3.0,t,5,100.0,2,83.33333333333333,South
8930,Entire home/apt,489.0,16,2.0,2.0,f,33,93.0,1,30.5625,Central
8931,Entire home/apt,889.0,16,2.0,3.0,f,55,96.0,1,55.5625,Central
8933,Private room,45.0,2,1.0,1.0,f,1,100.0,1,22.5,North
8934,Entire home/apt,99.0,3,1.0,2.0,f,0,96.09516770892553,31,33.0,Central
8935,Entire home/apt,86.0,2,1.0,1.0,t,33,100.0,2,43.0,Central
8936,Entire home/apt,3499.0,12,6.0,5.0,f,0,96.09516770892553,99,291.5833333333333,West
8937,Entire home/apt,4999.0,16,5.5,5.0,f,0,96.09516770892553,99,312.4375,West
8938,Entire home/apt,3079.0,14,5.5,5.0,f,0,96.09516770892553,99,219.92857142857142,West
8940,Entire home/apt,300.0,14,2.0,3.0,t,24,96.0,2,21.428571428571427,Central
8941,Entire home/apt,489.0,16,2.0,2.0,f,25,93.0,1,30.5625,Central
8942,Entire home/apt,2528.0,8,4.5,4.0,f,0,96.09516770892553,99,316.0,Central
8943,Entire home/apt,499.0,8,2.5,4.0,f,3,93.0,2,62.375,West
8944,Entire home/apt,5832.0,12,4.5,6.0,f,0,96.09516770892553,99,486.0,West
8945,Entire home/apt,3999.0,14,6.5,5.0,f,0,96.09516770892553,99,285.64285714285717,West
8946,Entire home/apt,2749.0,10,5.5,4.0,f,0,96.09516770892553,99,274.9,West
8947,Entire home/apt,160.0,5,2.0,3.0,t,24,100.0,1,32.0,South
8949,Entire home/apt,900.0,8,3.0,3.0,f,9,100.0,2,112.5,West
8950,Entire home/apt,89.0,2,1.0,1.0,f,0,96.09516770892553,2,44.5,Central
8951,Entire home/apt,2125.0,8,4.5,3.0,f,0,96.09516770892553,99,265.625,West
8952,Entire home/apt,6291.0,14,5.0,6.0,f,0,96.09516770892553,99,449.35714285714283,West
8953,Entire home/apt,109.0,2,1.0,1.0,f,44,99.0,2,54.5,Central
8954,Entire home/apt,3266.0,10,4.5,5.0,f,0,96.09516770892553,99,326.6,West
8955,Entire home/apt,1899.0,8,3.5,4.0,f,0,96.09516770892553,99,237.375,West
8956,Entire home/apt,5669.0,14,6.5,5.0,f,0,96.09516770892553,99,404.92857142857144,West
8957,Entire home/apt,489.0,16,2.0,2.0,f,40,94.0,1,30.5625,Central
8958,Entire home/apt,489.0,16,2.0,2.0,f,25,94.0,1,30.5625,Central
8959,Entire home/apt,489.0,16,2.0,2.0,f,43,97.0,1,30.5625,Central
8960,Entire home/apt,489.0,16,2.0,2.0,f,61,96.0,1,30.5625,Central
8961,Entire home/apt,180.0,4,1.0,2.0,f,0,96.09516770892553,3,45.0,Central
8962,Entire home/apt,489.0,16,2.0,2.0,f,30,89.0,1,30.5625,Central
8963,Entire home/apt,489.0,16,2.0,2.0,f,40,98.0,1,30.5625,Central
8964,Entire home/apt,489.0,16,2.0,2.0,f,59,92.0,1,30.5625,Central
8965,Entire home/apt,489.0,16,2.0,2.0,f,23,91.0,1,30.5625,Central
8966,Entire home/apt,489.0,16,2.0,2.0,f,48,96.0,1,30.5625,Central
8967,Entire home/apt,489.0,16,2.0,2.0,f,44,99.0,1,30.5625,Central
8968,Entire home/apt,85.0,4,1.0,1.0,f,31,90.0,2,21.25,Central
8969,Entire home/apt,136.0,4,1.0,1.0,f,22,88.0,2,34.0,Central
8970,Private room,344.0,3,2.0,2.0,f,0,96.09516770892553,1,114.66666666666667,Central
8971,Entire home/apt,5139.0,10,5.5,5.0,f,0,96.09516770892553,99,513.9,West
8972,Entire home/apt,110.0,2,2.0,1.0,f,5,100.0,2,55.0,Central
8973,Shared room,350.0,6,1.0,1.0,f,0,96.09516770892553,1,58.333333333333336,Central
8974,Entire home/apt,350.0,6,2.0,3.0,f,1,96.09516770892553,2,58.333333333333336,West
8975,Entire home/apt,125.0,4,2.0,2.0,t,16,99.0,1,31.25,West
8976,Private room,70.0,1,1.0,1.0,t,12,98.0,2,70.0,North
8977,Entire home/apt,350.0,8,3.5,3.0,f,1,100.0,3,43.75,South
8978,Private room,45.0,2,1.0,1.0,f,6,93.0,2,22.5,East
8979,Entire home/apt,88.0,5,2.5,2.0,f,5,100.0,1,17.6,Central
8980,Private room,36.0,2,1.0,1.0,t,12,100.0,7,18.0,North
8981,Entire home/apt,66.0,4,2.0,2.0,f,4,100.0,1,16.5,Central
8982,Entire home/apt,125.0,6,2.5,3.0,f,51,94.0,1,20.833333333333332,East
8983,Entire home/apt,250.0,2,1.0,1.0,f,0,96.09516770892553,1,125.0,Central
8984,Entire home/apt,99.0,4,2.0,2.0,f,1,96.09516770892553,30,24.75,Central
8985,Entire home/apt,182.0,4,1.0,1.0,f,0,96.09516770892553,2,45.5,West
8986,Entire home/apt,150.0,2,1.0,1.0,f,9,96.0,3,75.0,Central
8987,Private room,30.0,2,1.5,1.0,t,21,94.0,1,15.0,East
8988,Entire home/apt,249.0,8,2.5,4.0,t,14,93.0,2,31.125,East
8989,Entire home/apt,110.0,5,1.5,2.0,t,20,97.0,2,22.0,Central
8990,Entire home/apt,45.0,8,2.0,3.0,f,4,95.0,1,5.625,East
8991,Entire home/apt,100.0,3,1.0,1.0,f,1,100.0,1,33.333333333333336,East
8992,Entire home/apt,126.0,9,2.0,3.0,f,12,100.0,2,14.0,Central
8993,Private room,59.0,2,2.0,1.0,f,11,100.0,3,29.5,Central
8994,Entire home/apt,47.0,2,1.0,1.0,t,9,100.0,30,23.5,North
8995,Entire home/apt,99.0,4,1.5,2.0,f,1,100.0,3,24.75,North
8996,Entire home/apt,75.0,2,1.0,1.0,f,25,100.0,2,37.5,Central
8997,Entire home/apt,120.0,3,1.0,1.0,t,0,96.09516770892553,2,40.0,Central
8998,Entire home/apt,125.0,2,1.0,1.0,f,14,87.0,1,62.5,Central
8999,Shared room,20.0,1,1.0,1.0,f,5,96.0,1,20.0,East
9000,Entire home/apt,472.0,14,6.0,6.0,f,10,100.0,1,33.714285714285715,Central
9001,Entire home/apt,75.0,3,1.0,1.0,t,33,93.0,1,25.0,East
9002,Entire home/apt,480.0,4,1.5,2.0,f,3,100.0,2,120.0,Central
9004,Entire home/apt,80.0,2,1.0,1.0,t,24,98.0,2,40.0,Central
9005,Entire home/apt,90.0,2,1.0,1.0,t,20,93.0,2,45.0,East
9007,Private room,25.0,2,1.0,1.0,f,61,93.0,1,12.5,East
9008,Entire home/apt,75.0,2,1.0,1.0,f,19,89.0,3,37.5,Central
9009,Entire home/apt,500.0,6,2.5,3.0,f,1,100.0,2,83.33333333333333,West
9010,Entire home/apt,350.0,2,1.0,1.0,f,1,20.0,2,175.0,Central
9011,Entire home/apt,2639.0,8,5.5,5.0,f,0,96.09516770892553,99,329.875,West
9012,Entire home/apt,1199.0,10,3.5,5.0,f,13,100.0,2,119.9,North
9013,Entire home/apt,65.0,2,1.0,1.0,f,1,100.0,2,32.5,South
9014,Entire home/apt,85.0,4,1.0,0.0,t,43,100.0,1,21.25,North
9015,Entire home/apt,373.0,8,2.0,3.0,f,2,100.0,2,46.625,West
9016,Entire home/apt,65.0,2,1.0,1.0,f,1,80.0,29,32.5,East
9017,Entire home/apt,80.0,4,1.0,2.0,f,5,76.0,29,20.0,East
9018,Entire home/apt,95.0,2,1.0,1.0,f,19,99.0,1,47.5,South
9019,Entire home/apt,195.0,3,1.0,2.0,t,4,100.0,3,65.0,Central
9020,Entire home/apt,395.0,8,3.0,3.0,t,28,100.0,3,49.375,Central
9021,Entire home/apt,120.0,4,1.0,2.0,f,24,96.0,2,30.0,East
9022,Entire home/apt,275.0,7,2.5,3.0,f,0,96.09516770892553,2,39.285714285714285,East
9023,Entire home/apt,70.0,2,1.0,1.0,f,24,92.0,2,35.0,North
9024,Entire home/apt,150.0,3,1.0,1.0,t,1,100.0,4,50.0,Central
9025,Entire home/apt,150.0,2,1.0,1.0,t,20,97.0,2,75.0,Central
9026,Entire home/apt,497.0,11,4.0,5.0,f,6,100.0,2,45.18181818181818,West
9027,Entire home/apt,500.0,6,1.0,1.0,f,0,96.09516770892553,1,83.33333333333333,East
9028,Private room,65.0,2,1.0,1.0,t,1,100.0,1,32.5,East
9029,Private room,75.0,2,1.0,1.0,t,0,96.09516770892553,1,37.5,South
9030,Private room,50.0,2,1.0,1.0,t,0,96.09516770892553,1,25.0,South
9031,Private room,50.0,1,1.0,1.0,t,1,100.0,1,50.0,South
9033,Entire home/apt,200.0,7,2.0,3.0,t,18,98.0,1,28.571428571428573,South
9035,Shared room,29.0,2,1.0,1.0,f,39,91.0,1,14.5,Central
9037,Private room,50.0,2,0.5,1.0,f,10,84.0,2,25.0,South
9038,Entire home/apt,200.0,6,1.0,3.0,t,29,100.0,1,33.333333333333336,Central
9039,Entire home/apt,395.0,8,3.0,4.0,f,2,90.0,2,49.375,East
9040,Entire home/apt,595.0,8,2.5,3.0,t,3,100.0,2,74.375,Central
9041,Entire home/apt,110.0,2,1.0,1.0,t,36,99.0,2,55.0,Central
9042,Entire home/apt,81.0,6,2.0,3.0,f,18,90.0,1,13.5,East
9043,Entire home/apt,95.0,4,2.0,2.0,f,5,68.0,2,23.75,East
9044,Private room,79.0,2,1.0,1.0,f,8,100.0,1,39.5,Central
9045,Entire home/apt,90.0,4,1.0,2.0,t,20,99.0,1,22.5,South
9046,Entire home/apt,149.0,3,1.0,1.0,t,22,99.0,2,49.666666666666664,Central
9047,Entire home/apt,55.0,2,1.0,1.0,f,0,96.09516770892553,90,27.5,Central
9048,Entire home/apt,132.0,4,1.0,1.0,f,12,100.0,2,33.0,Central
9049,Entire home/apt,137.0,4,1.0,1.0,f,14,97.0,2,34.25,Central
9050,Private room,59.0,3,1.0,1.0,t,40,100.0,1,19.666666666666668,North
9051,Entire home/apt,60.0,2,1.0,0.0,f,10,96.0,2,30.0,Central
9052,Entire home/apt,65.0,4,1.0,1.0,f,31,92.0,2,16.25,Central
9053,Entire home/apt,44.0,3,1.0,1.0,f,5,100.0,2,14.666666666666666,South
9054,Entire home/apt,150.0,5,1.0,2.0,f,0,96.09516770892553,1,30.0,East
9055,Entire home/apt,125.0,3,1.0,1.0,f,18,93.0,1,41.666666666666664,Central
9056,Entire home/apt,150.0,5,1.5,2.0,t,49,98.0,1,30.0,North
9057,Entire home/apt,489.0,16,2.0,2.0,f,36,96.0,1,30.5625,Central
9058,Entire home/apt,160.0,6,2.0,2.0,f,5,96.0,2,26.666666666666668,Central
9060,Shared room,16.0,1,3.0,1.0,f,1,100.0,30,16.0,North
9061,Shared room,16.0,1,3.0,1.0,f,1,80.0,30,16.0,North
9063,Private room,70.0,2,1.5,1.0,f,3,100.0,1,35.0,Central
9064,Entire home/apt,110.0,2,1.0,2.0,t,1,100.0,2,55.0,Central
9065,Entire home/apt,149.0,4,2.0,2.0,t,10,100.0,2,37.25,Central
9066,Private room,155.0,2,1.5,1.0,t,0,96.09516770892553,2,77.5,East
9067,Private room,77.0,1,1.0,1.0,f,7,89.0,1,77.0,Central
9068,Entire home/apt,67.0,3,1.0,1.0,f,0,96.09516770892553,30,22.333333333333332,South
9069,Entire home/apt,169.0,5,1.0,2.0,t,16,96.0,1,33.8,Central
9070,Entire home/apt,110.0,5,1.5,2.0,f,1,96.09516770892553,30,22.0,Central
9071,Entire home/apt,89.0,3,1.0,1.0,f,12,85.0,2,29.666666666666668,East
9072,Private room,50.0,2,1.0,1.0,f,12,98.0,1,25.0,South
9073,Entire home/apt,188.0,6,2.0,2.0,f,9,91.0,2,31.333333333333332,Central
9074,Private room,50.0,4,1.0,1.0,t,52,95.0,1,12.5,North
9076,Entire home/apt,65.0,4,1.0,1.0,f,33,98.0,2,16.25,Central
9077,Entire home/apt,125.0,4,1.0,2.0,f,20,98.0,2,31.25,Central
9078,Entire home/apt,358.0,14,2.0,3.0,f,5,88.0,1,25.571428571428573,Central
9079,Entire home/apt,225.0,5,1.0,2.0,f,2,100.0,2,45.0,South
9080,Entire home/apt,1595.0,16,5.0,9.0,t,8,98.0,2,99.6875,West
9081,Entire home/apt,361.0,10,2.5,4.0,f,0,96.09516770892553,1,36.1,Central
9082,Entire home/apt,216.0,6,2.5,2.0,f,1,100.0,1,36.0,Central
9083,Entire home/apt,62.0,4,1.0,1.0,f,11,84.0,2,15.5,South
9084,Entire home/apt,115.0,4,1.0,2.0,t,11,98.0,2,28.75,North
9085,Private room,25.0,2,1.0,1.0,f,39,94.0,1,12.5,East
9086,Private room,27.0,2,1.0,1.0,f,38,96.0,1,13.5,East
9087,Private room,47.0,2,1.0,1.0,t,14,99.0,29,23.5,East
9088,Entire home/apt,49.0,4,1.0,1.0,f,13,92.0,2,12.25,East
9089,Entire home/apt,350.0,5,1.0,2.0,f,3,100.0,2,70.0,Central
9090,Entire home/apt,110.0,6,1.5,3.0,f,10,90.0,1,18.333333333333332,East
9091,Private room,40.0,1,1.5,1.0,f,1,100.0,30,40.0,Central
9092,Entire home/apt,62.0,3,1.0,1.0,f,0,96.09516770892553,21,20.666666666666668,Central
9095,Entire home/apt,82.0,5,1.0,3.0,t,29,100.0,1,16.4,East
9096,Entire home/apt,899.0,16,3.0,5.0,f,7,91.0,1,56.1875,Central
9097,Entire home/apt,195.0,3,1.0,1.0,f,1,100.0,2,65.0,Central
9098,Entire home/apt,198.0,7,2.5,3.0,t,33,100.0,2,28.285714285714285,West
9099,Entire home/apt,700.0,5,3.0,3.0,f,1,100.0,2,140.0,Central
