,room_type,price,accommodates,bathrooms,bedrooms,host_is_superhost,number_of_reviews,review_scores_rating,minimum_nights,price_per_person,region
3481,Entire home/apt,99.0,2,1.0,0.0,t,270,99.0,2,49.5,Central
3482,Entire home/apt,200.0,3,1.0,1.0,f,3,100.0,1,66.66666666666667,Central
3483,Entire home/apt,111.0,2,1.0,1.0,f,1,80.0,2,55.5,North
3484,Entire home/apt,450.0,7,2.5,3.0,f,11,91.0,1,64.28571428571429,Central
3485,Entire home/apt,99.0,5,2.0,3.0,f,6,100.0,30,19.8,Central
3486,Private room,120.0,2,1.0,1.0,f,0,96.09516770892553,2,60.0,East
3487,Entire home/apt,233.0,6,2.0,2.0,t,5,100.0,2,38.833333333333336,East
3488,Entire home/apt,85.0,3,1.0,1.0,t,18,94.0,4,28.333333333333332,Central
3489,Private room,32.0,2,1.5,1.0,t,34,97.0,5,16.0,North
3490,Entire home/apt,1250.0,16,5.0,7.0,t,46,100.0,2,78.125,West
3491,Entire home/apt,55.0,4,1.0,1.0,t,7,86.0,30,13.75,Central
3492,Entire home/apt,165.0,4,1.0,2.0,t,131,97.0,1,41.25,Central
3493,Entire home/apt,135.0,8,2.0,3.0,t,144,99.0,1,16.875,North
3494,Private room,55.0,2,2.5,1.0,f,13,100.0,1,27.5,North
3495,Entire home/apt,200.0,6,1.0,2.0,f,4,93.0,1,33.333333333333336,Central
3496,Private room,60.0,1,1.0,1.0,f,0,96.09516770892553,30,60.0,West
3497,Entire home/apt,550.0,12,2.5,5.0,t,221,95.0,1,45.833333333333336,Central
3498,Entire home/apt,175.0,7,2.0,4.0,t,31,96.0,7,25.0,South
3499,Entire home/apt,200.0,3,1.0,1.0,f,7,92.0,1,66.66666666666667,Central
3500,Entire home/apt,175.0,4,1.0,2.0,t,59,97.0,30,43.75,Central
3501,Entire home/apt,1599.0,16,3.0,5.0,t,76,99.0,3,99.9375,Central
3502,Entire home/apt,300.0,1,2.0,0.0,f,3,100.0,2,300.0,Central
3503,Entire home/apt,1599.0,16,3.0,5.0,t,94,100.0,3,99.9375,Central
3504,Entire home/apt,595.0,8,2.0,3.0,f,17,100.0,3,74.375,West
3505,Entire home/apt,157.0,4,1.0,1.0,t,6,100.0,30,39.25,Central
3507,Hotel room,599.0,1,1.0,1.0,f,0,96.09516770892553,3,599.0,Central
3508,Entire home/apt,500.0,10,3.5,4.0,t,36,97.0,3,50.0,West
3509,Entire home/apt,150.0,4,1.0,1.0,f,10,100.0,2,37.5,Central
3510,Entire home/apt,83.0,4,2.0,2.0,t,7,91.0,30,20.75,North
3511,Entire home/apt,935.0,2,1.0,1.0,f,0,96.09516770892553,1,467.5,Central
3512,Entire home/apt,98.0,2,1.5,1.0,f,1,96.09516770892553,1,49.0,North
3513,Private room,40.0,1,1.0,1.0,t,84,99.0,1,40.0,East
3514,Entire home/apt,100.0,2,1.0,1.0,f,90,91.0,2,50.0,Central
3515,Entire home/apt,135.0,2,1.0,0.0,t,76,99.0,2,67.5,Central
3516,Private room,200.0,1,1.0,1.0,f,3,100.0,1,200.0,Central
3517,Entire home/apt,190.0,6,2.0,3.0,t,171,98.0,1,31.666666666666668,West
3518,Entire home/apt,700.0,14,4.0,5.0,t,93,100.0,2,50.0,Central
3519,Entire home/apt,120.0,4,1.0,1.0,t,25,99.0,4,30.0,Central
3520,Entire home/apt,291.0,10,3.0,5.0,f,6,87.0,31,29.1,West
3521,Entire home/apt,795.0,8,2.5,3.0,f,6,100.0,3,99.375,Central
3522,Entire home/apt,124.0,6,2.5,3.0,f,25,94.0,2,20.666666666666668,South
3523,Entire home/apt,1500.0,12,5.5,5.0,f,8,91.0,2,125.0,West
3524,Entire home/apt,300.0,4,2.0,2.0,f,0,96.09516770892553,2,75.0,North
3525,Entire home/apt,64.0,4,1.0,1.0,f,1,96.09516770892553,7,16.0,East
3526,Entire home/apt,211.0,6,2.0,3.0,t,39,99.0,30,35.166666666666664,North
3527,Entire home/apt,300.0,5,1.0,1.0,f,4,80.0,2,60.0,Central
3528,Entire home/apt,59.0,3,1.0,1.0,f,4,95.0,2,19.666666666666668,North
3529,Private room,350.0,2,1.0,1.0,f,2,100.0,1,175.0,Central
3530,Private room,50.0,2,1.0,1.0,f,76,97.0,4,25.0,Central
3531,Entire home/apt,250.0,8,2.0,4.0,t,49,99.0,2,31.25,West
3532,Private room,40.0,1,1.0,1.0,f,3,87.0,1,40.0,Central
3533,Private room,30.0,1,1.0,1.0,f,9,100.0,10,30.0,North
3534,Entire home/apt,125.0,4,1.0,1.0,t,203,99.0,2,31.25,Central
3535,Private room,85.0,2,2.0,1.0,f,14,100.0,1,42.5,Central
3536,Entire home/apt,135.0,3,1.0,1.0,f,14,95.0,3,45.0,Central
3537,Private room,45.0,2,1.0,1.0,f,7,77.0,1,22.5,Central
3538,Entire home/apt,300.0,5,3.5,2.0,f,1,100.0,2,60.0,West
3539,Entire home/apt,150.0,4,1.0,2.0,f,63,95.0,1,37.5,East
3540,Entire home/apt,750.0,4,2.5,2.0,f,5,100.0,4,187.5,Central
3541,Entire home/apt,75.0,4,1.0,0.0,f,17,99.0,2,18.75,North
3542,Entire home/apt,140.0,4,2.0,2.0,f,0,96.09516770892553,2,35.0,South
3543,Private room,85.0,2,1.5,1.0,t,42,99.0,1,42.5,East
3544,Private room,74.0,6,1.5,2.0,t,76,99.0,2,12.333333333333334,East
3545,Entire home/apt,135.0,4,2.0,3.0,f,0,96.09516770892553,2,33.75,South
3546,Entire home/apt,115.0,4,1.0,1.0,f,102,92.0,1,28.75,West
3547,Entire home/apt,190.0,7,2.0,3.0,f,108,95.0,1,27.142857142857142,West
3548,Private room,52.0,2,2.0,1.0,f,8,90.0,1,26.0,East
3549,Entire home/apt,115.0,4,1.0,1.0,t,48,95.0,2,28.75,Central
3550,Entire home/apt,1500.0,10,4.0,5.0,f,9,98.0,3,150.0,Central
3551,Entire home/apt,50.0,2,1.0,1.0,t,471,97.0,1,25.0,North
3552,Entire home/apt,2000.0,4,2.0,2.0,f,1,96.09516770892553,3,500.0,Central
3553,Entire home/apt,348.0,13,2.0,3.0,t,64,98.0,2,26.76923076923077,South
3554,Shared room,16.0,1,1.0,1.0,f,7,100.0,30,16.0,North
3555,Private room,80.0,2,1.5,1.0,f,8,100.0,1,40.0,East
3556,Private room,58.0,2,1.0,1.0,t,96,99.0,2,29.0,East
3557,Entire home/apt,315.0,5,3.0,3.0,t,9,93.0,2,63.0,East
3558,Private room,145.0,8,1.0,3.0,t,53,98.0,2,18.125,South
3559,Entire home/apt,89.0,2,1.0,0.0,t,70,97.0,2,44.5,North
3560,Entire home/apt,137.0,5,1.0,2.0,f,0,96.09516770892553,2,27.4,North
3561,Entire home/apt,259.0,10,3.0,4.0,f,25,96.0,2,25.9,East
3562,Entire home/apt,1148.0,8,5.5,4.0,f,3,80.0,2,143.5,West
3563,Entire home/apt,253.0,10,4.0,4.0,f,15,100.0,2,25.3,West
3564,Entire home/apt,101.0,4,1.0,2.0,f,21,85.0,2,25.25,Central
3565,Entire home/apt,733.0,8,5.0,3.0,f,2,96.09516770892553,2,91.625,Central
3566,Entire home/apt,145.0,4,1.0,1.0,t,305,97.0,1,36.25,Central
3567,Entire home/apt,371.0,8,2.5,3.0,f,14,94.0,2,46.375,Central
3568,Entire home/apt,963.0,6,7.0,7.0,f,0,96.09516770892553,2,160.5,South
3569,Entire home/apt,114.0,6,2.0,3.0,f,16,89.0,30,19.0,Central
3570,Entire home/apt,88.0,2,1.0,1.0,f,7,97.0,2,44.0,Central
3571,Entire home/apt,101.0,4,1.0,2.0,f,17,92.0,2,25.25,Central
3572,Entire home/apt,102.0,10,2.0,4.0,f,24,94.0,2,10.2,West
3573,Entire home/apt,80.0,2,1.0,0.0,f,132,95.0,2,40.0,Central
3574,Entire home/apt,225.0,4,1.0,1.0,f,3,100.0,3,56.25,East
3575,Entire home/apt,299.0,2,1.0,0.0,t,6,97.0,1,149.5,Central
3576,Private room,55.0,3,1.0,1.0,t,49,100.0,1,18.333333333333332,Central
3577,Entire home/apt,249.0,5,1.0,1.0,f,0,96.09516770892553,1,49.8,Central
3578,Entire home/apt,600.0,10,2.0,4.0,t,103,98.0,2,60.0,Central
3579,Private room,38.0,2,1.0,1.0,t,143,99.0,2,19.0,North
3580,Private room,190.0,4,1.0,2.0,f,2,100.0,2,47.5,East
3581,Entire home/apt,150.0,6,1.0,3.0,f,9,83.0,1,25.0,North
3582,Entire home/apt,118.0,4,1.0,1.0,f,54,96.0,1,29.5,West
3583,Entire home/apt,275.0,8,2.5,3.0,f,42,96.0,2,34.375,West
3584,Entire home/apt,450.0,7,2.0,3.0,f,7,100.0,2,64.28571428571429,Central
3585,Entire home/apt,110.0,2,1.0,1.0,t,198,99.0,1,55.0,North
3586,Entire home/apt,67.0,4,2.0,4.0,f,0,96.09516770892553,7,16.75,South
3587,Entire home/apt,150.0,3,1.0,1.0,f,3,100.0,3,50.0,Central
3588,Entire home/apt,105.0,6,1.0,2.0,f,58,98.0,2,17.5,Central
3589,Private room,85.0,2,1.0,1.0,t,51,100.0,1,42.5,East
3590,Entire home/apt,450.0,4,2.0,2.0,f,0,96.09516770892553,4,112.5,East
3591,Private room,70.0,2,1.0,1.0,t,32,99.0,1,35.0,South
3592,Entire home/apt,175.0,2,1.0,1.0,t,54,100.0,2,87.5,Central
3593,Entire home/apt,850.0,6,2.0,3.0,f,0,96.09516770892553,7,141.66666666666666,North
3594,Private room,45.0,2,1.0,1.0,t,77,98.0,2,22.5,Central
3595,Entire home/apt,300.0,6,2.0,3.0,f,11,100.0,2,50.0,Central
3596,Entire home/apt,204.0,4,1.5,2.0,f,15,100.0,2,51.0,Central
3597,Hotel room,27.0,1,2.5,1.0,f,98,95.0,1,27.0,East
3598,Entire home/apt,85.0,3,2.0,1.0,f,2,100.0,2,28.333333333333332,North
3599,Entire home/apt,100.0,5,2.0,2.0,t,96,99.0,1,20.0,South
3600,Entire home/apt,150.0,2,1.0,1.0,t,175,100.0,2,75.0,Central
3601,Entire home/apt,139.0,4,1.0,1.0,f,70,94.0,1,34.75,West
3602,Entire home/apt,140.0,4,1.0,1.0,f,101,98.0,1,35.0,West
3603,Private room,53.0,2,1.0,1.0,t,103,99.0,2,26.5,Central
3604,Entire home/apt,199.0,2,1.0,1.0,t,97,100.0,5,99.5,Central
3605,Entire home/apt,600.0,5,2.0,2.0,f,0,96.09516770892553,1,120.0,Central
3606,Entire home/apt,571.0,14,2.5,4.0,f,77,96.0,2,40.785714285714285,Central
3607,Entire home/apt,599.0,13,2.0,5.0,t,35,99.0,2,46.07692307692308,Central
3608,Entire home/apt,95.0,9,2.0,2.0,f,23,97.0,2,10.555555555555555,Central
3609,Private room,55.0,2,1.0,1.0,f,74,98.0,30,27.5,Central
3610,Entire home/apt,170.0,6,2.0,3.0,t,62,98.0,3,28.333333333333332,South
3611,Entire home/apt,550.0,5,2.0,4.0,f,0,96.09516770892553,3,110.0,North
3612,Entire home/apt,1000.0,6,3.0,3.0,f,4,100.0,4,166.66666666666666,Central
3613,Entire home/apt,600.0,6,2.0,2.0,f,0,96.09516770892553,2,100.0,Central
3614,Entire home/apt,85.0,3,1.0,1.0,t,281,97.0,1,28.333333333333332,North
3615,Private room,40.0,2,1.0,1.0,f,7,93.0,2,20.0,Central
3616,Private room,52.0,2,1.0,1.0,f,118,89.0,30,26.0,Central
3617,Private room,64.0,2,1.0,1.0,f,39,99.0,1,32.0,South
3618,Entire home/apt,599.0,2,1.0,1.0,f,2,80.0,2,299.5,Central
3619,Entire home/apt,50.0,4,2.0,2.0,f,3,87.0,4,12.5,East
3620,Entire home/apt,114.0,5,1.0,1.0,t,80,97.0,3,22.8,Central
3621,Private room,75.0,1,1.5,1.0,f,0,96.09516770892553,1,75.0,North
3622,Entire home/apt,125.0,6,2.0,3.0,f,8,98.0,30,20.833333333333332,East
3623,Entire home/apt,450.0,2,1.0,1.0,f,2,100.0,3,225.0,Central
3624,Entire home/apt,599.0,6,2.5,3.0,f,1,100.0,2,99.83333333333333,Central
3625,Entire home/apt,139.0,4,1.0,0.0,t,197,99.0,2,34.75,Central
3626,Entire home/apt,360.0,2,1.0,1.0,f,0,96.09516770892553,1,180.0,Central
3627,Entire home/apt,400.0,3,1.0,1.0,f,0,96.09516770892553,2,133.33333333333334,Central
3628,Entire home/apt,300.0,8,2.5,3.0,t,102,97.0,2,37.5,East
3629,Entire home/apt,135.0,2,1.0,0.0,t,38,99.0,2,67.5,Central
3630,Entire home/apt,90.0,8,1.5,3.0,f,1,96.09516770892553,2,11.25,North
3631,Entire home/apt,75.0,2,1.0,1.0,f,14,100.0,2,37.5,East
3632,Entire home/apt,60.0,2,1.0,0.0,f,15,93.0,3,30.0,East
3633,Private room,78.0,2,1.0,1.0,f,16,100.0,30,39.0,South
3634,Private room,67.0,3,1.0,1.0,f,4,95.0,2,22.333333333333332,Central
3635,Entire home/apt,595.0,6,2.0,3.0,f,3,100.0,2,99.16666666666667,Central
3636,Private room,165.0,2,1.5,1.0,f,6,100.0,1,82.5,Central
3637,Entire home/apt,595.0,10,2.5,4.0,t,62,96.0,1,59.5,South
3638,Entire home/apt,100.0,2,1.0,1.0,f,1,100.0,3,50.0,Central
3639,Entire home/apt,83.0,2,1.0,1.0,t,3,93.0,2,41.5,Central
3640,Entire home/apt,600.0,3,1.0,1.0,f,3,100.0,2,200.0,Central
3641,Entire home/apt,110.0,2,1.0,0.0,f,7,100.0,1,55.0,Central
3642,Entire home/apt,74.0,4,1.0,1.0,f,11,89.0,2,18.5,Central
3643,Private room,35.0,3,1.0,1.0,f,3,100.0,2,11.666666666666666,Central
3644,Entire home/apt,100.0,3,1.0,1.0,t,0,96.09516770892553,3,33.333333333333336,West
3645,Entire home/apt,1500.0,8,3.0,4.0,f,6,100.0,2,187.5,Central
3646,Private room,34.0,2,1.0,1.0,t,84,99.0,2,17.0,Central
3647,Entire home/apt,665.0,8,2.0,4.0,f,0,96.09516770892553,3,83.125,East
3648,Entire home/apt,250.0,5,1.0,2.0,f,0,96.09516770892553,2,50.0,Central
3649,Entire home/apt,130.0,4,1.0,1.0,t,113,97.0,2,32.5,Central
3650,Entire home/apt,999.0,6,1.5,2.0,f,10,98.0,1,166.5,East
3651,Private room,45.0,2,1.0,1.0,f,6,100.0,30,22.5,South
3652,Entire home/apt,225.0,5,2.0,2.0,f,5,90.0,3,45.0,East
3653,Entire home/apt,350.0,7,2.0,2.0,f,0,96.09516770892553,2,50.0,Central
3654,Private room,80.0,6,3.0,0.0,f,5,96.0,1,13.333333333333334,North
3655,Entire home/apt,129.0,4,1.0,1.0,f,42,89.0,1,32.25,South
3656,Entire home/apt,1500.0,8,2.0,3.0,f,0,96.09516770892553,3,187.5,Central
3657,Entire home/apt,95.0,6,1.0,2.0,t,56,98.0,2,15.833333333333334,North
3658,Private room,150.0,2,1.0,1.0,t,116,98.0,1,75.0,Central
3659,Entire home/apt,229.0,6,2.5,2.0,t,59,99.0,5,38.166666666666664,East
3660,Entire home/apt,400.0,7,2.0,3.0,f,0,96.09516770892553,3,57.142857142857146,East
3661,Entire home/apt,230.0,8,2.0,3.0,f,0,96.09516770892553,3,28.75,Central
3662,Private room,200.0,2,1.0,1.0,f,0,96.09516770892553,2,100.0,North
3663,Entire home/apt,613.0,16,4.5,5.0,f,33,93.0,3,38.3125,Central
3664,Shared room,40.0,2,1.0,1.0,f,3,100.0,1,20.0,Central
3665,Entire home/apt,175.0,6,1.0,2.0,t,34,100.0,30,29.166666666666668,Central
3666,Private room,155.0,2,1.0,1.0,f,6,96.0,1,77.5,Central
3667,Entire home/apt,115.0,4,1.0,1.0,t,145,100.0,2,28.75,North
3668,Entire home/apt,140.0,2,1.0,0.0,t,101,99.0,3,70.0,Central
3669,Entire home/apt,650.0,11,2.5,4.0,t,2,100.0,3,59.09090909090909,North
3670,Private room,40.0,2,1.0,1.0,f,32,95.0,1,20.0,East
3671,Entire home/apt,951.0,8,3.5,4.0,f,11,100.0,2,118.875,Central
3672,Entire home/apt,200.0,8,1.0,3.0,t,2,100.0,2,25.0,Central
3673,Private room,75.0,2,1.0,1.0,t,200,99.0,1,37.5,Central
3674,Shared room,32.0,1,1.0,1.0,f,0,96.09516770892553,1,32.0,North
3675,Entire home/apt,57.0,2,0.0,0.0,f,190,97.0,1,28.5,East
3676,Entire home/apt,475.0,5,1.0,2.0,f,17,96.0,2,95.0,Central
3677,Entire home/apt,210.0,6,2.0,2.0,f,10,89.0,1,35.0,Central
3678,Entire home/apt,600.0,6,2.0,2.0,t,31,99.0,5,100.0,Central
3679,Shared room,23.0,1,1.0,1.0,f,10,98.0,29,23.0,North
3680,Private room,60.0,2,1.0,1.0,t,30,99.0,2,30.0,East
3681,Private room,56.0,2,1.0,1.0,t,128,100.0,2,28.0,Central
3682,Private room,27.0,2,1.0,1.0,f,31,96.0,3,13.5,South
3683,Entire home/apt,175.0,5,1.0,2.0,t,9,100.0,30,35.0,North
3684,Entire home/apt,149.0,4,1.0,2.0,t,33,98.0,2,37.25,Central
3685,Hotel room,175.0,5,2.0,2.0,t,120,96.0,2,35.0,Central
3686,Private room,61.0,2,1.0,1.0,f,1,100.0,1,30.5,Central
3687,Entire home/apt,135.0,3,1.0,1.0,t,22,99.0,30,45.0,Central
3688,Entire home/apt,150.0,6,2.0,2.0,f,1,100.0,1,25.0,Central
3689,Entire home/apt,68.0,2,1.0,1.0,f,23,96.0,1,34.0,Central
3690,Entire home/apt,350.0,6,2.0,3.0,t,43,98.0,2,58.333333333333336,Central
3691,Private room,65.0,2,1.0,1.0,f,7,97.0,2,32.5,Central
3692,Entire home/apt,2500.0,16,1.0,1.0,t,1,100.0,1,156.25,Central
3693,Entire home/apt,253.0,10,2.5,4.0,f,39,88.0,2,25.3,West
3694,Entire home/apt,600.0,5,2.5,3.0,f,3,100.0,5,120.0,Central
3695,Entire home/apt,150.0,4,2.0,2.0,f,7,97.0,2,37.5,Central
3696,Entire home/apt,60.0,2,1.0,0.0,t,334,99.0,1,30.0,North
3697,Entire home/apt,750.0,6,3.0,3.0,f,1,100.0,4,125.0,North
3698,Entire home/apt,85.0,4,1.0,1.0,f,9,98.0,2,21.25,Central
3699,Entire home/apt,500.0,7,3.0,2.0,f,1,100.0,4,71.42857142857143,Central
3700,Entire home/apt,144.0,2,1.0,1.0,f,33,94.0,1,72.0,Central
3701,Entire home/apt,2000.0,6,2.0,2.0,f,3,100.0,2,333.3333333333333,Central
3702,Entire home/apt,450.0,10,2.5,4.0,f,0,96.09516770892553,5,45.0,North
3703,Hotel room,27.0,1,2.5,1.0,f,113,95.0,1,27.0,East
3704,Entire home/apt,77.0,4,1.0,1.0,f,7,97.0,1,19.25,East
3705,Entire home/apt,900.0,5,3.5,2.0,f,0,96.09516770892553,2,180.0,Central
3706,Private room,37.0,2,1.0,1.0,f,2,100.0,2,18.5,South
3707,Shared room,27.0,2,1.0,1.0,f,7,100.0,1,13.5,North
3708,Private room,34.0,2,1.5,1.0,f,7,100.0,28,17.0,Central
3709,Entire home/apt,210.0,8,2.0,3.0,f,1,100.0,2,26.25,East
3710,Entire home/apt,100.0,8,1.5,2.0,f,17,100.0,2,12.5,East
3711,Private room,110.0,2,1.0,1.0,f,1,100.0,2,55.0,Central
3712,Entire home/apt,210.0,2,1.0,1.0,f,0,96.09516770892553,5,105.0,North
3713,Private room,65.0,1,1.0,1.0,f,1,100.0,1,65.0,North
3714,Entire home/apt,225.0,4,1.0,0.0,t,43,98.0,1,56.25,South
3715,Entire home/apt,755.0,6,2.0,2.0,f,1,100.0,1,125.83333333333333,Central
3716,Entire home/apt,245.0,2,2.0,1.0,f,1,100.0,2,122.5,Central
3717,Entire home/apt,245.0,3,1.0,1.0,f,6,84.0,1,81.66666666666667,Central
3718,Entire home/apt,125.0,4,2.0,2.0,t,10,100.0,27,31.25,Central
3719,Entire home/apt,75.0,7,2.0,3.0,t,9,96.0,1,10.714285714285714,South
3720,Hotel room,29.0,1,2.5,1.0,f,86,96.0,1,29.0,East
3721,Entire home/apt,95.0,8,2.0,2.0,f,73,95.0,1,11.875,East
3722,Entire home/apt,300.0,4,1.0,1.0,f,3,100.0,2,75.0,Central
3723,Entire home/apt,65.0,3,1.0,1.0,f,5,100.0,5,21.666666666666668,Central
3724,Entire home/apt,113.0,4,1.0,1.0,t,287,96.0,1,28.25,Central
3725,Entire home/apt,2000.0,8,2.5,3.0,t,60,98.0,2,250.0,East
3726,Entire home/apt,1495.0,8,3.0,4.0,f,5,100.0,4,186.875,Central
3727,Entire home/apt,199.0,16,2.0,4.0,t,150,97.0,1,12.4375,East
3728,Entire home/apt,65.0,6,1.0,2.0,f,0,96.09516770892553,2,10.833333333333334,Central
3729,Private room,72.0,2,1.0,1.0,f,11,98.0,7,36.0,Central
3730,Private room,65.0,2,1.5,1.0,f,72,98.0,2,32.5,Central
3731,Entire home/apt,65.0,2,1.0,1.0,f,2,100.0,2,32.5,North
3732,Entire home/apt,105.0,6,1.0,2.0,t,6,100.0,30,17.5,North
3733,Private room,60.0,1,1.5,1.0,f,20,100.0,30,60.0,North
3734,Entire home/apt,350.0,6,2.0,3.0,f,4,100.0,2,58.333333333333336,South
3735,Entire home/apt,495.0,6,2.0,3.0,f,4,93.0,3,82.5,Central
3736,Entire home/apt,300.0,4,1.0,1.0,f,1,96.09516770892553,3,75.0,Central
3737,Entire home/apt,120.0,2,1.5,2.0,f,21,99.0,1,60.0,Central
3738,Entire home/apt,355.0,5,1.5,2.0,f,1,100.0,2,71.0,Central
3739,Private room,200.0,2,1.5,1.0,f,0,96.09516770892553,2,100.0,Central
3740,Private room,70.0,2,0.0,0.0,f,122,94.0,1,35.0,Central
3741,Entire home/apt,400.0,2,1.0,0.0,f,111,99.0,30,200.0,North
3742,Entire home/apt,849.0,2,1.0,1.0,f,0,96.09516770892553,2,424.5,Central
3743,Entire home/apt,150.0,6,2.0,3.0,t,32,99.0,20,25.0,Central
3744,Entire home/apt,195.0,6,2.0,2.0,t,58,99.0,1,32.5,Central
3745,Entire home/apt,900.0,7,2.0,3.0,f,1,80.0,3,128.57142857142858,Central
3746,Entire home/apt,450.0,6,2.5,3.0,f,1,100.0,3,75.0,South
3747,Entire home/apt,120.0,6,1.0,2.0,t,183,98.0,2,20.0,South
3748,Entire home/apt,375.0,10,1.0,2.0,f,0,96.09516770892553,3,37.5,Central
3749,Private room,125.0,4,1.0,2.0,f,1,100.0,2,31.25,East
3750,Entire home/apt,320.0,5,2.0,3.0,f,1,100.0,4,64.0,North
3751,Entire home/apt,250.0,4,1.0,1.0,f,11,100.0,3,62.5,Central
3752,Entire home/apt,450.0,6,2.0,3.0,f,5,96.0,2,75.0,Central
3753,Entire home/apt,69.0,6,2.0,2.0,f,42,93.0,1,11.5,East
3754,Entire home/apt,520.0,9,2.5,3.0,t,22,99.0,2,57.77777777777778,Central
3755,Private room,50.0,2,1.0,1.0,f,11,98.0,1,25.0,South
3756,Entire home/apt,76.0,2,1.0,1.0,t,336,99.0,1,38.0,East
3757,Private room,59.0,2,1.0,1.0,f,3,100.0,5,29.5,Central
3758,Private room,90.0,2,1.0,1.0,f,5,100.0,2,45.0,North
3759,Private room,25.0,2,1.0,1.0,f,19,100.0,1,12.5,South
3760,Entire home/apt,242.0,5,2.0,2.0,f,1,100.0,3,48.4,East
3761,Entire home/apt,300.0,3,1.0,1.0,f,0,96.09516770892553,5,100.0,West
3762,Entire home/apt,500.0,16,5.0,5.0,t,110,100.0,2,31.25,Central
3763,Entire home/apt,175.0,3,1.0,1.0,f,2,100.0,3,58.333333333333336,Central
3764,Entire home/apt,135.0,5,1.0,2.0,f,6,100.0,1,27.0,Central
3765,Private room,115.0,1,1.0,1.0,f,10,93.0,30,115.0,South
3766,Entire home/apt,50.0,2,1.0,1.0,f,15,96.0,2,25.0,East
3767,Hotel room,149.0,2,2.5,1.0,f,20,96.0,1,74.5,East
3768,Entire home/apt,1000.0,8,2.5,4.0,f,20,98.0,2,125.0,Central
3769,Entire home/apt,345.0,8,1.0,3.0,f,5,100.0,2,43.125,South
3770,Entire home/apt,175.0,2,1.0,1.0,f,0,96.09516770892553,2,87.5,Central
3771,Entire home/apt,193.0,4,1.0,2.0,t,4,100.0,3,48.25,Central
3772,Entire home/apt,123.0,6,2.5,3.0,t,0,96.09516770892553,4,20.5,South
3773,Entire home/apt,390.0,2,1.0,1.0,f,0,96.09516770892553,3,195.0,North
3774,Entire home/apt,129.0,4,1.0,1.0,t,185,98.0,1,32.25,North
3775,Private room,75.0,4,1.0,2.0,f,10,100.0,4,18.75,North
3776,Entire home/apt,1850.0,12,2.5,5.0,t,49,99.0,2,154.16666666666666,Central
3777,Entire home/apt,250.0,2,1.0,1.0,f,7,83.0,2,125.0,Central
3778,Entire home/apt,77.0,4,1.0,1.0,t,16,94.0,2,19.25,Central
3779,Entire home/apt,550.0,16,3.0,5.0,t,68,99.0,1,34.375,East
3780,Entire home/apt,525.0,9,2.5,4.0,f,1,100.0,4,58.333333333333336,South
3781,Entire home/apt,300.0,6,2.0,3.0,f,0,96.09516770892553,3,50.0,East
3782,Entire home/apt,124.0,4,1.0,1.0,t,18,98.0,30,31.0,North
3783,Entire home/apt,114.0,3,1.0,2.0,t,3,100.0,30,38.0,North
3784,Entire home/apt,65.0,4,1.0,1.0,f,98,96.0,1,16.25,Central
3785,Entire home/apt,155.0,2,1.0,0.0,f,41,98.0,2,77.5,Central
3786,Entire home/apt,400.0,4,2.5,2.0,f,0,96.09516770892553,4,100.0,East
3787,Entire home/apt,191.0,12,3.0,4.0,f,87,96.0,1,15.916666666666666,South
3788,Entire home/apt,175.0,3,1.0,1.0,f,19,98.0,10,58.333333333333336,South
3789,Entire home/apt,1000.0,8,2.5,4.0,f,0,96.09516770892553,5,125.0,West
3790,Entire home/apt,450.0,6,2.5,3.0,f,2,96.09516770892553,30,75.0,Central
3791,Entire home/apt,800.0,6,1.5,3.0,f,6,93.0,2,133.33333333333334,Central
3792,Private room,45.0,4,1.0,2.0,f,15,100.0,2,11.25,East
3793,Entire home/apt,149.0,6,2.0,3.0,f,19,100.0,2,24.833333333333332,East
3794,Entire home/apt,99.0,6,1.0,2.0,t,129,100.0,2,16.5,East
3795,Entire home/apt,499.0,14,3.0,6.0,t,114,98.0,3,35.642857142857146,East
3796,Entire home/apt,174.0,8,2.0,3.0,f,6,97.0,2,21.75,Central
3797,Entire home/apt,140.0,2,1.0,1.0,f,11,100.0,2,70.0,Central
3798,Entire home/apt,125.0,3,1.0,1.0,t,52,99.0,2,41.666666666666664,Central
3799,Entire home/apt,650.0,7,2.0,2.0,f,0,96.09516770892553,1,92.85714285714286,Central
3800,Private room,149.0,6,1.0,1.0,f,28,91.0,2,24.833333333333332,North
3801,Entire home/apt,550.0,5,2.0,2.0,f,0,96.09516770892553,5,110.0,South
3802,Entire home/apt,130.0,4,2.0,2.0,f,0,96.09516770892553,2,32.5,Central
3803,Private room,500.0,1,1.0,1.0,t,45,95.0,1,500.0,Central
3804,Private room,50.0,1,1.0,1.0,f,1,100.0,30,50.0,East
3805,Entire home/apt,198.0,6,2.0,3.0,f,104,90.0,1,33.0,North
3806,Entire home/apt,59.0,4,1.0,1.0,t,47,100.0,1,14.75,East
3807,Entire home/apt,99.0,2,1.0,1.0,t,232,99.0,1,49.5,Central
3808,Entire home/apt,139.0,2,1.0,0.0,f,16,99.0,2,69.5,Central
3809,Private room,139.0,4,1.0,1.0,f,8,100.0,1,34.75,Central
3810,Entire home/apt,400.0,5,2.0,2.0,f,0,96.09516770892553,7,80.0,North
3811,Entire home/apt,1000.0,8,2.5,4.0,t,3,100.0,3,125.0,Central
3812,Private room,149.0,3,1.0,1.0,f,1,100.0,2,49.666666666666664,Central
